"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei.y","Threshold.membrane.y","Surface.Segmentation","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Phenotype","Details","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","phenotype.label","migration.perturbed","division.perturbed","orientation.perturbed"
"Dync2h.slide2_image16.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image16","yes",82,30.2,"-","yes","32.2","-","problem orientation","TVC cell alignment","one of the TVC divided but not in the medio-laterale orientation, so cells are aligned","good","-","Dync2h.slide2_image16.2020_10_07","orientation perturbed",FALSE,FALSE,TRUE
"Dync2h.slide2_image18_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image18_left","yes",64.2,32.3,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated with the TVCs in the trunk but still attached to the other ATM in the tail; and one of the TVCs didn't divide in the trunk","good","-","Dync2h.slide2_image18_left.2020_10_07","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.slide2_image20_right.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image20_right","yes",90.2,30.3,"-","yes","6.45","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","good","-","Dync2h.slide2_image20_right.2020_10_07","migration perturbed",TRUE,FALSE,FALSE
"Dync2h.slide2_image8_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image8_left","yes",70.2,27.5,"-","yes","0","groups connected","problem migration and division","inhibited TVC migration / inhibited TVC division","the 2 TVCs didn't migrated completely, still attached to the ATMs and they didn't divide","correct","Segmentation doesn't reflect the correct signal","Dync2h.slide2_image8_left.2020_10_07","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.slide2_image9.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image9","yes",84,27.5,"-","yes","32.9","distance should be shorter, missing a part because detach from the cell","problem migration","inhibited TVC migration","one of the TVCs didn't migrate it stayed in the tail and divided","good","Missing a part of the segmentation because detach from the cells","Dync2h.slide2_image9.2020_10_07","migration perturbed",TRUE,FALSE,FALSE
"EPB4.1.image1.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image1","yes",60,16.3,"-","yes","21.9","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided with the TVCs","good","-","EPB4.1.image1.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.image10_right.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image10_right","yes",45.1,20.3,"-","yes","26.2","-","problem division","enhanced ATM division / inhibited TVC division","the 2 ATMs divided in the tail; and one of the TVC didn't divide in the trunk","correct","Ambiguous phenotype, difficult to identify the cells","EPB4.1.image10_right.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"EPB4.1.image11.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image11","yes",60.7,23.1,"-","yes","39.8","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","not good","One ATM seems to be very small compare to the other one","EPB4.1.image11.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"EPB4.1.image12.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image12","yes",44.7,20.1,"-","yes","32.4","-","problem migration and division","enhanced ATM division / inhibited TVC division","one of the ATM migrated in the trunk; and one of the TVC didn't divide in the trunk","good","Ambiguous phenotype, difficult to identify the cells","EPB4.1.image12.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.image2.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image2","yes",20.6,13,"-","yes","42.2","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","correct","-","EPB4.1.image2.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"EPB4.1.image3.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image3","yes",37.9,13.8,"-","yes","24.1","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated in the trunk with the TVCs; the 2 TVCs didn't divide in the trunk","not good","-","EPB4.1.image3.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.image4.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image4","yes",50.2,25.4,"-","yes","1.98","-","problem migration and division","enhanced ATM migration / inhibited TVC division","the ATMs migrated a bit in the trunk; and one of the TVC didn't divide completely (but not seen in the segmentation, because the nuclei are enough far from each other, so considered as 2 cells)","good","-","EPB4.1.image4.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.image5.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image5","yes",57.2,17.1,"-","yes","46.9","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated in the trunk with the TVCs; the 2 TVCs didn't divide in the trunk","not good","Ambiguous phenotype","EPB4.1.image5.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.image7.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image7","yes",34.2,20.3,"-","yes","19.2","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","the 2 ATMs are separated in the tail","EPB4.1.image7.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"EPB4.1.image8.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image8","yes",49.7,20.3,"-","yes","38.4","-","problem migration and division","enhanced ATM migration / enhanced ATM division / inhibited TVC division","one of the ATM migrated in the trunk and divided; the 2 TVCs didn't divide in the trunk","correct","Ambiguous phenotype, difficult to identify the cells","EPB4.1.image8.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.image9_left.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image9_left","yes",58.6,22,"-","yes","-","no distance - only one group in the trunk","problem migration","enhanced ATM migration","the 2 ATMs migrated in the trunk with the TVCs","good","-","EPB4.1.image9_left.2020_06_17","migration perturbed",TRUE,FALSE,FALSE
"EPB4.1.slide1_image10_left.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image10_left","yes",82.6,37.7,"-","yes","30.6","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","good","-","EPB4.1.slide1_image10_left.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide1_image22_left.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image22_left","yes",82.5,50.5,"-","yes","40.4","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed with the ATMs in the tail","good","-","EPB4.1.slide1_image22_left.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide1_image24.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image24","yes",94.8,43,"-","yes","22.6","-","problem orientation","TVC cell alignement","one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned","good","-","EPB4.1.slide1_image24.2021_01_06","orientation perturbed",FALSE,FALSE,TRUE
"EPB4.1.slide1_image26_left.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image26_left","yes",70.4,45,"-","yes","22.5","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","correct","-","EPB4.1.slide1_image26_left.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide1_image31_left.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image31_left","yes",80.6,22.4,"-","yes","23.8","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","good","-","EPB4.1.slide1_image31_left.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide1_image31_right.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image31_right","yes",80.6,35.4,"-","yes","34.1","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","good","-","EPB4.1.slide1_image31_right.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide1_image34.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image34","yes",88,40,"-","yes","17.9","-","problem orientation","TVC cell alignement","one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned","good","-","EPB4.1.slide1_image34.2021_01_06","orientation perturbed",FALSE,FALSE,TRUE
"EPB4.1.slide1_image35.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image35","yes",80.8,35,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated and divided with the TVCs in the trunk","correct","-","EPB4.1.slide1_image35.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide1_image37_right.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image37_right","yes",82.5,25.1,"-","yes","15.8","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","good","-","EPB4.1.slide1_image37_right.2021_01_06","migration perturbed",TRUE,FALSE,FALSE
"EPB4.1.slide1_image39.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image39","yes",89.8,30.3,"-","yes","37.7","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATMs migrated and divided with the TVCs in the trunk","good","-","EPB4.1.slide1_image39.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide1_image41.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image41","yes",74.3,42.4,"-","yes","22.5","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","good","-","EPB4.1.slide1_image41.2021_01_06","migration perturbed",TRUE,FALSE,FALSE
"EPB4.1.slide1_image43.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image43","yes",79.4,40.4,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / inhibited TVC division","the ATMs migrated a bit with the TVCs, they are still in the tail but attached to the TVCs in the trunk; the 2 TVCs didn't divide in the trunk","good","-","EPB4.1.slide1_image43.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide2_image15.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide2_image15","yes",80.1,32.4,"-","yes","18.1","-","problem migration an division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","good","-","EPB4.1.slide2_image15.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide2_image17.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide2_image17","yes",82.2,35.3,"-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / inhibited TVC division","the 2 ATMs migrated with the 2 TVCs in the trunk; the 2 TVCs didn't divide in the trunk","good","-","EPB4.1.slide2_image17.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide2_image19.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide2_image19","yes",90.2,35.1,"-","yes","21.8","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-laterale orientation, so the cells are a bit aligned","good","-","EPB4.1.slide2_image19.2021_01_06","orientation perturbed",FALSE,FALSE,TRUE
"EPB4.1.slide2_image22_left.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide2_image22_left","yes",80,30,"-","yes","13.8","-","problem migration","enhanced ATM migration ","one of the ATM migrated with the TVCs in the trunk","good","-","EPB4.1.slide2_image22_left.2021_01_06","migration perturbed",TRUE,FALSE,FALSE
"EPB4.1.slide2_image22_right.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide2_image22_right","yes",85.8,20.3,"-","yes","14.2","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed with the ATMs in the tail","correct","-","EPB4.1.slide2_image22_right.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide2_image29_left.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide2_image29_left","yes",89.3,37.7,"-","yes","20.1","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided with the TVCs in the trunk","good","-","EPB4.1.slide2_image29_left.2021_01_06","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.slide2_image32.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide2_image32","yes",98.5,37.3,"-","yes","15.3","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","EPB4.1.slide2_image32.2021_01_06","division perturbed",FALSE,TRUE,FALSE
"Eph.image10_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image10_left","yes",43.3,25,"-","yes","-","no distance - only one group in the trunk","problem migration and division","enhanced ATM migration / enhanced ATM division / inhibited TVC division","the 2 ATMs migrated in the tail and divided with the TVCs; one of the TVC didn't divide","good","Ambiguous phenotype, difficult to identify the cells","Eph.image10_left.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.image11.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image11","yes",23.8,32,"-","yes","25.7","-","problem orientation and division","TVC cell alignment / enhanced TVC division","one of the TVC divided not in the medio-lateral orientation; and one TVC started the second division, but not seen in the segmentation because nuclei too close","not good","-","Eph.image11.2020_06_17","division/orientation perturbed",FALSE,TRUE,TRUE
"Eph.image12_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image12_right","yes",40.6,40.7,"-","yes","41.8","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Eph.image12_right.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"Eph.image13.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image13","yes",25,34.3,"-","yes","2.87","-","problem migration","enhanced ATM migration","one of the ATM migrated in the trunk with the TVCs","good","-","Eph.image13.2020_06_17","migration perturbed",TRUE,FALSE,FALSE
"Eph.image15.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image15","yes",31.7,43.7,"-","yes","48.6","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Eph.image15.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"Eph.image16.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image16_right","no",NA,NA,"-","no","-","no distance - only one group in the trunk","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated with the TVCs in the trunk and one of the ATM divided","correct","Ambiguous phenotype, difficult to identify the cells","Eph.image16_right.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.image4.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image4","yes",64.6,41.3,"-","yes","9.36","-","problem migration and orientation","enhanced ATM migration / TVC cell alignment","the ATMs migrated a bit in the trunk, closer to the TVCs group; one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Eph.image4.2020_06_17","migration/orientation perturbed",TRUE,FALSE,TRUE
"Eph.image5.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image5","yes",32.6,39.1,"-","yes","33.6","-","problem migration and division","enhanced ATM migration / enhanced TVC division","one of the ATM migrated in the trunk; and 2 TVCs started a second division (but not seen in the segmentation, because nuclei to close to each other)","not good","Ambiguous phenotype, difficult to identify the cells","Eph.image5.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.image8.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image8","yes",73.2,43.5,"-","yes","26.5","-","problem migration, division and orientation","enhanced ATM migration / enhanced ATM division / TVC cell alignment","one of the ATM migrated in the trunk and divided with the TVCs; one of the TVC divided but not in the medio-lateral orientation, so cells are aligned","good","-","Eph.image8.2020_06_17","migration/division/orientation perturbed",TRUE,TRUE,TRUE
"Eph.image9.2020_06_17","2020_06_17","Yelena Bernadskaya","Eph","image9","yes",55.2,35.5,"-","yes","12","-","problem migration","enhanced ATM migration","the ATMs migrated a bit in the trunk, closer to the TVCs group","good","-","Eph.image9.2020_06_17","migration perturbed",TRUE,FALSE,FALSE
"Eph.slide1_image1_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image1_left","yes",75,29.4,"-","yes","42.2","-","problem division","enhanced ATM division","one of the ATM divided in the tail","correct","-","Eph.slide1_image1_left.2020_02_06","division perturbed",FALSE,TRUE,FALSE
"Eph.slide1_image14.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image14","yes",110,47.2,"-","yes","40.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio lateral orientation, so cells aligned","good","-","Eph.slide1_image14.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Eph.slide1_image16.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image16","yes",115,33.8,"-","yes","3.82","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided ","good","-","Eph.slide1_image16.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image17_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image17_left","yes",115,43.2,"-","yes","19","-","problem migration","inhibited TVC migration","one of the TVC didn't migrate and divided in the tail","good","-","Eph.slide1_image17_left.2020_02_06","migration perturbed",TRUE,FALSE,FALSE
"Eph.slide1_image19_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image19_left","yes",120,40.7,"-","yes","15.6","-","problem migration","enhanced ATM migration","one of the ATM migrated in the trunk with TVC","not good","-","Eph.slide1_image19_left.2020_02_06","migration perturbed",TRUE,FALSE,FALSE
"Eph.slide1_image2.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image2","yes",110,27.4,"-","yes","1.58","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated in the trunk and the two TVCs didn't divide in the trunk","good","-","Eph.slide1_image2.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image20_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image20_left","yes",120,38.6,"-","yes","26.2","-","problem division","enhanced ATM division","one of the ATM divided in the tail","good","-","Eph.slide1_image20_left.2020_02_06","division perturbed",FALSE,TRUE,FALSE
"Eph.slide1_image20_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image20_right","yes",125,30,"-","yes","20.1","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Eph.slide1_image20_right.2020_02_06","division perturbed",FALSE,TRUE,FALSE
"Eph.slide1_image23.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image23","yes",115,22.4,"-","yes","0","groups connected","problem migration","enhanced ATM migration","one of the ATM migrated in the trunk and still connected to the second ATM in the tail","good","-","Eph.slide1_image23.2020_02_06","migration perturbed",TRUE,FALSE,FALSE
"Eph.slide1_image24.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image24","yes",110,38.2,"-","yes","22","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided ","good","-","Eph.slide1_image24.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image27.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image27","yes",97,33,"-","yes","28.7","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, stayed with ATMs in the tail","good","-","Eph.slide1_image27.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image29_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image29_left","yes",110,52.9,"-","yes","9.44","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, it stayed in the tail with the ATMs; the second TVC didn't divide in the trunk","good","-","Eph.slide1_image29_left.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image29_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image29_right","yes",105,33.5,"-","yes","16.8","-","problem migration","enhanced ATM migration","one of the ATM migrated in the trunk","good","-","Eph.slide1_image29_right.2020_02_06","migration perturbed",TRUE,FALSE,FALSE
"Eph.slide1_image3.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image3","yes",100,34.6,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM divided and migrated but not completely, so the groups of cells are not serparated","good","-","Eph.slide1_image3.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image30.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image30","yes",95,40.6,"-","yes","12.5","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Eph.slide1_image30.2020_02_06","division perturbed",FALSE,TRUE,FALSE
"Eph.slide1_image32.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image32","yes",85.5,34.9,"-","yes","13.3","-","problem migration","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and divided in the tail","not good","-","Eph.slide1_image32.2020_02_06","migration perturbed",TRUE,FALSE,FALSE
"Eph.slide1_image33_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image33_right","yes",90.9,32.2,"-","yes","41","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","good","-","Eph.slide1_image33_right.2020_02_06","migration perturbed",TRUE,FALSE,FALSE
"Eph.slide1_image35.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image35","yes",115,37.8,"-","yes","20.4","-","problem migration and orientation","enhanced ATM migration / TVC cell alignment","one of the ATM migrated with the TVCs in the trunk, and the TVCs divided but not in the medio-lateral orientation, so cells are a bit aligned","good","-","Eph.slide1_image35.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Eph.slide1_image36.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image36","yes",120,39.6,"-","yes","18.5","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided in trunk with the TVCs","good","-","Eph.slide1_image36.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image37.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image37","yes",110,33.8,"-","yes","30.4","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated and divided in trunk with the TVCs","good","-","Eph.slide1_image37.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image4.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image4","yes",105,42.4,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM divided in the tail and 1 migrated but not completely, so cells connected to the TVC group","good","ATM are separated","Eph.slide1_image4.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image5_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image5_left","yes",110,50.1,"-","yes","3.64","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and didn't divide, stayed in the tail","good","-","Eph.slide1_image5_left.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image6.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image6","yes",110,27.3,"-","yes","-","no distance - only one group in the trunk","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated in the trunk and divided, all cells connected","good","-","Eph.slide1_image6.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image7_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image7_right","yes",130,47.4,"-","yes","23.6","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","good","-","Eph.slide1_image7_right.2020_02_06","division perturbed",FALSE,TRUE,FALSE
"Eph.slide1_image8_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image8_right","yes",120,31.8,"-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM divided in the tail and migrated but not completely, so cells connected to the TVC group","correct","-","Eph.slide1_image8_right.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide1_image9_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide1_image9_right","yes",120,34.1,"-","yes","30.8","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided ","good","-","Eph.slide1_image9_right.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide2_image11_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image11_left","yes",90,40.7,"-","yes","33.9","-","problem migration","enhanced ATM migration","One of the ATM migrated in the trunk with the TVC","good","-","Eph.slide2_image11_left.2020_02_06","migration perturbed",TRUE,FALSE,FALSE
"Eph.slide2_image12_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image12_right","yes",95,32.8,"-","yes","23.5","-","problem migration","enhanced ATM migration / enhanced ATM division","One of the ATM migrated in the trunk with the TVC and divided","correct","-","Eph.slide2_image12_right.2020_02_06","migration perturbed",TRUE,FALSE,FALSE
"Eph.slide2_image18.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image18","yes",95,33,"-","yes","5.49","-","problem migration and division","enhanced ATM division / inhibited TVC division","the 2 TVC didn't divide in the trunk and one of the ATM divided in the tail","not good","-","Eph.slide2_image18.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide2_image19_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image19_left","yes",100,47.6,"-","yes","15.8","-","problem division","inhibited TVC division","One of the TVC didn't divide in the trunk","good","-","Eph.slide2_image19_left.2020_02_06","division perturbed",FALSE,TRUE,FALSE
"Eph.slide2_image2_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image2_left","yes",160,72.6,"-","yes","33.1","-","problem migration and division","inhibited TVC migration / inhibited TVC division / enhanced ATM division","one of the TVC didn't migrate and didn't divide in the tail; one of the ATM divided in the tail","good","Ambiguous phenotype","Eph.slide2_image2_left.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide2_image2_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image2_right","yes",130,46.5,"-","yes","16.1","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided with TVCs","good","-","Eph.slide2_image2_right.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide2_image21.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image21","yes",110,47.9,"-","yes","9.46","-","problem migration","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate and divided in the tail","correct","-","Eph.slide2_image21.2020_02_06","migration perturbed",TRUE,FALSE,FALSE
"Eph.slide2_image22_left.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image22_left","yes",125,52.5,"-","yes","-","no distance - only one group in the trunk","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated in the trunk with TVCs and one of the ATM divided","good","-","Eph.slide2_image22_left.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
"Eph.slide2_image22_right.2020_02_06","2020_02_06","Margaux Failla","Eph","slide2_image22_right","yes",110,34.5,"-","yes","25.6","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one ATM migrated in the trunk with TVCs and divided","good","-","Eph.slide2_image22_right.2020_02_06","migration/division perturbed",TRUE,TRUE,FALSE
