"","KHID","ensembl_transcript_id","KHname"
"4050","KH.C14.175","ENSCINT00000029630","GALT"
"4051","KH.C14.175","ENSCINT00000027026","GALT"
"4052","KH.C14.175","ENSCINT00000027021","GALT"
"4053","KH.C14.175","ENSCINT00000028958","GALT"
"4054","KH.C14.175","ENSCINT00000028955","GALT"
"4055","KH.C14.175","ENSCINT00000028346","GALT"
"4056","KH.C14.175","ENSCINT00000029640","GALT"
"4057","KH.C14.176","ENSCINT00000001676","UCHL5"
"4058","KH.C14.177","ENSCINT00000015003","RARS"
"4059","KH.C14.177","ENSCINT00000014994","RARS"
"4060","KH.C14.177","ENSCINT00000014987","RARS"
"4061","KH.C14.178","ENSCINT00000008399","HMGB1/2/3"
"4062","KH.C14.179","ENSCINT00000004752","KH2013:KH.C14.179_PZF1"
"4063","KH.C14.18","ENSCINT00000007878","Y82E9BR.1"
"4064","KH.C14.180","ENSCINT00000009135","HSPA4L"
"4065","KH.C14.180","ENSCINT00000026906","HSPA4L"
"4066","KH.C14.180","ENSCINT00000001654","HSPA4L"
"4067","KH.C14.181","ENSCINT00000018932","INF2"
"4068","KH.C14.181","ENSCINT00000018931","INF2"
"4069","KH.C14.181","ENSCINT00000006475","INF2"
"4070","KH.C14.182","ENSCINT00000026544","F1NJH2_CHICK"
"4071","KH.C14.182","ENSCINT00000000089","F1NJH2_CHICK"
"4072","KH.C14.182","ENSCINT00000000090","F1NJH2_CHICK"
"4073","KH.C14.182","ENSCINT00000000088","F1NJH2_CHICK"
"4074","KH.C14.184","ENSCINT00000013134","KH2013:KH.C14.184"
"4075","KH.C14.185","ENSCINT00000026457","KH2013:KH.C14.185_KLHL12/2"
"4076","KH.C14.185","ENSCINT00000004954","KH2013:KH.C14.185_KLHL12/2"
"4077","KH.C14.186","ENSCINT00000026481","COPZ1/2"
"4078","KH.C14.187","ENSCINT00000026528","KH2013:KH.C14.187_CLEC-190"
"4079","KH.C14.189","ENSCINT00000029136","KH2013:KH.C14.189_SOD1/3"
"4080","KH.C14.189","ENSCINT00000029133","KH2013:KH.C14.189_SOD1/3"
"4081","KH.C14.189","ENSCINT00000026431","KH2013:KH.C14.189_SOD1/3"
"4082","KH.C14.189","ENSCINT00000026430","KH2013:KH.C14.189_SOD1/3"
"4083","KH.C14.189","ENSCINT00000004617","KH2013:KH.C14.189_SOD1/3"
"4084","KH.C14.190","ENSCINT00000026259","POMP"
"4085","KH.C14.191","ENSCINT00000007995","AK2/3"
"4086","KH.C14.191","ENSCINT00000008001","AK2/3"
"4087","KH.C14.192","ENSCINT00000015013","PITRM1"
"4088","KH.C14.192","ENSCINT00000015010","PITRM1"
"4089","KH.C14.192","ENSCINT00000015011","PITRM1"
"4090","KH.C14.192","ENSCINT00000015008","PITRM1"
"4091","KH.C14.196","ENSCINT00000014931","CCDC169"
"4092","KH.C14.197","ENSCINT00000026519","KH2013:KH.C14.197_ODC1"
"4093","KH.C14.198","ENSCINT00000026493","KH2013:KH.C14.198_GBE1"
"4094","KH.C14.198","ENSCINT00000011864","KH2013:KH.C14.198_GBE1"
"4095","KH.C14.198","ENSCINT00000026492","KH2013:KH.C14.198_GBE1"
"4096","KH.C14.2","ENSCINT00000003845","C7H11ORF46"
"4097","KH.C14.20","ENSCINT00000010597","KH2013:KH.C14.20"
"4098","KH.C14.200","ENSCINT00000006249","ATRX"
"4099","KH.C14.200","ENSCINT00000006250","ATRX"
"4100","KH.C14.200","ENSCINT00000006244","ATRX"
"4101","KH.C14.201","ENSCINT00000029593","KH2013:KH.C14.201_LRP10/12/3"
"4102","KH.C14.201","ENSCINT00000029991","KH2013:KH.C14.201_LRP10/12/3"
"4103","KH.C14.201","ENSCINT00000026341","KH2013:KH.C14.201_LRP10/12/3"
"4104","KH.C14.201","ENSCINT00000029591","KH2013:KH.C14.201_LRP10/12/3"
"4105","KH.C14.201","ENSCINT00000029596","KH2013:KH.C14.201_LRP10/12/3"
"4106","KH.C14.201","ENSCINT00000029992","KH2013:KH.C14.201_LRP10/12/3"
"4107","KH.C14.202","ENSCINT00000027151","KH2013:KH.C14.202"
"4108","KH.C14.203","ENSCINT00000026753","PTDSS2"
"4109","KH.C14.203","ENSCINT00000006184","PTDSS2"
"4110","KH.C14.205","ENSCINT00000027123","KH2013:KH.C14.205"
"4111","KH.C14.206","ENSCINT00000010325","KH2013:KH.C14.206_IRC24"
"4112","KH.C14.208","ENSCINT00000005807","POLD1"
"4113","KH.C14.208","ENSCINT00000005784","POLD1"
"4114","KH.C14.208","ENSCINT00000005791","POLD1"
"4115","KH.C14.208","ENSCINT00000005801","POLD1"
"4116","KH.C14.209","ENSCINT00000018927","RPL9"
"4117","KH.C14.210","ENSCINT00000010546","SLCO3A1"
"4118","KH.C14.210","ENSCINT00000026671","SLCO3A1"
"4119","KH.C14.210","ENSCINT00000026672","SLCO3A1"
"4120","KH.C14.210","ENSCINT00000010548","SLCO3A1"
"4121","KH.C14.211","ENSCINT00000011104","STXBP6"
"4122","KH.C14.212","ENSCINT00000000598","TOP3A"
"4123","KH.C14.212","ENSCINT00000000640","TOP3A"
"4124","KH.C14.212","ENSCINT00000000635","TOP3A"
"4125","KH.C14.213","ENSCINT00000008081","CTNNBL1"
"4126","KH.C14.214","ENSCINT00000029609","THOC2"
"4127","KH.C14.214","ENSCINT00000015133","THOC2"
"4128","KH.C14.214","ENSCINT00000015130","THOC2"
"4129","KH.C14.214","ENSCINT00000029614","THOC2"
"4130","KH.C14.214","ENSCINT00000015138","THOC2"
"4131","KH.C14.214","ENSCINT00000015128","THOC2"
"4132","KH.C14.215","ENSCINT00000027618","KH2013:KH.C14.215"
"4133","KH.C14.217","ENSCINT00000026912","KH2013:KH.C14.217_MP1"
"4134","KH.C14.218","ENSCINT00000006140","ETFDH"
"4135","KH.C14.218","ENSCINT00000006161","ETFDH"
"4136","KH.C14.219","ENSCINT00000026278","DNAJA3"
"4137","KH.C14.219","ENSCINT00000026277","DNAJA3"
"4138","KH.C14.219","ENSCINT00000014962","DNAJA3"
"4139","KH.C14.22","ENSCINT00000005930","ATHL1"
"4140","KH.C14.22","ENSCINT00000005909","ATHL1"
"4141","KH.C14.22","ENSCINT00000005924","ATHL1"
"4142","KH.C14.22","ENSCINT00000026451","ATHL1"
"4143","KH.C14.22","ENSCINT00000005918","ATHL1"
"4144","KH.C14.22","ENSCINT00000026452","ATHL1"
"4145","KH.C14.220","ENSCINT00000026287","YIPF5/7"
"4146","KH.C14.220","ENSCINT00000026286","YIPF5/7"
"4147","KH.C14.221","ENSCINT00000008467","RBM47"
"4148","KH.C14.221","ENSCINT00000008464","RBM47"
"4149","KH.C14.221","ENSCINT00000008462","RBM47"
"4150","KH.C14.222","ENSCINT00000026743","PTR-9"
"4151","KH.C14.222","ENSCINT00000006239","PTR-9"
"4152","KH.C14.222","ENSCINT00000006236","PTR-9"
"4153","KH.C14.223","ENSCINT00000008619","KH2013:KH.C14.223_TRIP4"
"4154","KH.C14.223","ENSCINT00000008615","KH2013:KH.C14.223_TRIP4"
"4155","KH.C14.225","ENSCINT00000000686","PWP2"
"4156","KH.C14.225","ENSCINT00000000669","PWP2"
"4157","KH.C14.225","ENSCINT00000000681","PWP2"
"4158","KH.C14.225","ENSCINT00000000694","PWP2"
"4159","KH.C14.226","ENSCINT00000010907","EXOC3"
"4160","KH.C14.226","ENSCINT00000026238","EXOC3"
"4161","KH.C14.226","ENSCINT00000010904","EXOC3"
"4162","KH.C14.226","ENSCINT00000010896","EXOC3"
"4163","KH.C14.228","ENSCINT00000026248","CXORF41"
"4164","KH.C14.228","ENSCINT00000026247","CXORF41"
"4165","KH.C14.229","ENSCINT00000026456","CCDC158"
"4166","KH.C14.229","ENSCINT00000026345","CCDC158"
"4167","KH.C14.229","ENSCINT00000020928","CCDC158"
"4168","KH.C14.229","ENSCINT00000026455","CCDC158"
"4169","KH.C14.230","ENSCINT00000027032","KH2013:KH.C14.230_FBXW7"
"4170","KH.C14.230","ENSCINT00000003013","KH2013:KH.C14.230_FBXW7"
"4171","KH.C14.230","ENSCINT00000003005","KH2013:KH.C14.230_FBXW7"
"4172","KH.C14.230","ENSCINT00000003008","KH2013:KH.C14.230_FBXW7"
"4173","KH.C14.231","ENSCINT00000028676","RPS14"
"4174","KH.C14.231","ENSCINT00000010364","RPS14"
"4175","KH.C14.232","ENSCINT00000005859","KH2013:KH.C14.232"
"4176","KH.C14.233","ENSCINT00000007143","FIP1L1"
"4177","KH.C14.234","ENSCINT00000029237","CLU/1"
"4178","KH.C14.234","ENSCINT00000026414","CLU/1"
"4179","KH.C14.234","ENSCINT00000007024","CLU/1"
"4180","KH.C14.234","ENSCINT00000029236","CLU/1"
"4181","KH.C14.234","ENSCINT00000007022","CLU/1"
"4182","KH.C14.236","ENSCINT00000008042","KH2013:KH.C14.236_HSDL1"
"4183","KH.C14.237","ENSCINT00000008112","KH2013:KH.C14.237_GAA"
"4184","KH.C14.237","ENSCINT00000008127","KH2013:KH.C14.237_GAA"
"4185","KH.C14.237","ENSCINT00000008119","KH2013:KH.C14.237_GAA"
"4186","KH.C14.238","ENSCINT00000026407","KH2013:KH.C14.238"
"4187","KH.C14.239","ENSCINT00000026752","KH2013:KH.C14.239_C15B12.1/8"
"4188","KH.C14.24","ENSCINT00000011898","INTS7"
"4189","KH.C14.24","ENSCINT00000011904","INTS7"
"4190","KH.C14.24","ENSCINT00000011894","INTS7"
"4191","KH.C14.240","ENSCINT00000028476","CX3CR1"
"4192","KH.C14.240","ENSCINT00000027140","CX3CR1"
"4193","KH.C14.241","ENSCINT00000007174","KH2013:KH.C14.241"
"4194","KH.C14.243","ENSCINT00000007200","SRRT"
"4195","KH.C14.243","ENSCINT00000007194","SRRT"
"4196","KH.C14.243","ENSCINT00000007204","SRRT"
"4197","KH.C14.245","ENSCINT00000011872","KH2013:KH.C14.245_TMED6"
"4198","KH.C14.246","ENSCINT00000028611","KH2013:KH.C14.246_COLEC10/11"
"4199","KH.C14.246","ENSCINT00000028612","KH2013:KH.C14.246_COLEC10/11"
"4200","KH.C14.246","ENSCINT00000000082","KH2013:KH.C14.246_COLEC10/11"
"4201","KH.C14.247","ENSCINT00000029279","ELF2"
"4202","KH.C14.247","ENSCINT00000020072","ELF2"
"4203","KH.C14.247","ENSCINT00000029278","ELF2"
"4204","KH.C14.249","ENSCINT00000026501","KH2013:KH.C14.249_F23B12.4"
"4205","KH.C14.249","ENSCINT00000026500","KH2013:KH.C14.249_F23B12.4"
"4206","KH.C14.25","ENSCINT00000018948","KH2013:KH.C14.25"
"4207","KH.C14.250","ENSCINT00000018918","PLRG1"
"4208","KH.C14.250","ENSCINT00000018919","PLRG1"
"4209","KH.C14.252","ENSCINT00000028282","DCTD"
"4210","KH.C14.252","ENSCINT00000028283","DCTD"
"4211","KH.C14.252","ENSCINT00000026712","DCTD"
"4212","KH.C14.256","ENSCINT00000001642","KH2013:KH.C14.256_TECTA"
"4213","KH.C14.257","ENSCINT00000026311","RTDR1"
"4214","KH.C14.257","ENSCINT00000026310","RTDR1"
"4215","KH.C14.257","ENSCINT00000008469","RTDR1"
"4216","KH.C14.259","ENSCINT00000005743","MTHFD2"
"4217","KH.C14.262","ENSCINT00000026255","NEK3/5"
"4218","KH.C14.263","ENSCINT00000026371","IL1RL1/2"
"4219","KH.C14.264","ENSCINT00000008442","BBS7"
"4220","KH.C14.264","ENSCINT00000026319","BBS7"
"4221","KH.C14.264","ENSCINT00000008441","BBS7"
"4222","KH.C14.265","ENSCINT00000026661","KH2013:KH.C14.265_PPP1R32"
"4223","KH.C14.265","ENSCINT00000026662","KH2013:KH.C14.265_PPP1R32"
"4224","KH.C14.265","ENSCINT00000020145","KH2013:KH.C14.265_PPP1R32"
"4225","KH.C14.266","ENSCINT00000026440","KH2013:KH.C14.266"
"4226","KH.C14.266","ENSCINT00000011105","KH2013:KH.C14.266"
"4227","KH.C14.268","ENSCINT00000007226","EIF2B4"
"4228","KH.C14.268","ENSCINT00000007230","EIF2B4"
"4229","KH.C14.269","ENSCINT00000006295","CYLD"
"4230","KH.C14.269","ENSCINT00000026723","CYLD"
"4231","KH.C14.269","ENSCINT00000026722","CYLD"
"4232","KH.C14.270","ENSCINT00000005812","KH2013:KH.C14.270_FUT4/7/9"
"4233","KH.C14.271","ENSCINT00000026606","GRXCR1/2"
"4234","KH.C14.272","ENSCINT00000015040","KH2013:KH.C14.272_PCF11"
"4235","KH.C14.272","ENSCINT00000015046","KH2013:KH.C14.272_PCF11"
"4236","KH.C14.272","ENSCINT00000015045","KH2013:KH.C14.272_PCF11"
"4237","KH.C14.272","ENSCINT00000015043","KH2013:KH.C14.272_PCF11"
"4238","KH.C14.272","ENSCINT00000026338","KH2013:KH.C14.272_PCF11"
"4239","KH.C14.272","ENSCINT00000029994","KH2013:KH.C14.272_PCF11"
"4240","KH.C14.273","ENSCINT00000008754","SRP68"
"4241","KH.C14.273","ENSCINT00000008744","SRP68"
"4242","KH.C14.274","ENSCINT00000026829","VAMP7"
"4243","KH.C14.275","ENSCINT00000004760","SYVN1"
"4244","KH.C14.276","ENSCINT00000026827","KH2013:KH.C14.276_CABZ01035080.1"
"4245","KH.C14.277","ENSCINT00000026375","1700008O03RIK"
"4246","KH.C14.278","ENSCINT00000007030","AEBP2"
"4247","KH.C14.278","ENSCINT00000007035","AEBP2"
"4248","KH.C14.278","ENSCINT00000027863","AEBP2"
"4249","KH.C14.28","ENSCINT00000026709","RCHY1"
"4250","KH.C14.28","ENSCINT00000006307","RCHY1"
"4251","KH.C14.28","ENSCINT00000026708","RCHY1"
"4252","KH.C14.280","ENSCINT00000008702","MBTD1"
"4253","KH.C14.280","ENSCINT00000008692","MBTD1"
"4254","KH.C14.282","ENSCINT00000026288","AIM3"
"4255","KH.C14.282","ENSCINT00000020946","AIM3"
"4256","KH.C14.282","ENSCINT00000028824","AIM3"
"4257","KH.C14.283","ENSCINT00000027159","KH2013:KH.C14.283"
"4258","KH.C14.284","ENSCINT00000014872","TMEM33"
"4259","KH.C14.285","ENSCINT00000020594","KH2013:KH.C14.285"
"4260","KH.C14.286","ENSCINT00000026321","PGM1/2/3"
"4261","KH.C14.286","ENSCINT00000008422","PGM1/2/3"
"4262","KH.C14.286","ENSCINT00000008417","PGM1/2/3"
"4263","KH.C14.287","ENSCINT00000026347","PNISR"
"4264","KH.C14.288","ENSCINT00000004939","KCNMA1"
"4265","KH.C14.288","ENSCINT00000004920","KCNMA1"
"4266","KH.C14.288","ENSCINT00000004912","KCNMA1"
"4267","KH.C14.289","ENSCINT00000026239","DMAP1"
"4268","KH.C14.29","ENSCINT00000007254","TTC39C"
"4269","KH.C14.290","ENSCINT00000011826","KH2013:KH.C14.290_GBE1"
"4270","KH.C14.290","ENSCINT00000027357","KH2013:KH.C14.290_GBE1"
"4271","KH.C14.290","ENSCINT00000021308","KH2013:KH.C14.290_GBE1"
"4272","KH.C14.290","ENSCINT00000027195","KH2013:KH.C14.290_GBE1"
"4273","KH.C14.290","ENSCINT00000011821","KH2013:KH.C14.290_GBE1"
"4274","KH.C14.292","ENSCINT00000005064","ACCN4"
"4275","KH.C14.293","ENSCINT00000026306","KH2013:KH.C14.293_MATN1"
"4276","KH.C14.293","ENSCINT00000026307","KH2013:KH.C14.293_MATN1"
"4277","KH.C14.293","ENSCINT00000026308","KH2013:KH.C14.293_MATN1"
"4278","KH.C14.296","ENSCINT00000004580","PGK/1/2"
"4279","KH.C14.296","ENSCINT00000004571","PGK/1/2"
"4280","KH.C14.297","ENSCINT00000014958","GOLGA4"
"4281","KH.C14.297","ENSCINT00000026280","GOLGA4"
"4282","KH.C14.297","ENSCINT00000026279","GOLGA4"
"4283","KH.C14.298","ENSCINT00000014869","MND1"
"4284","KH.C14.3","ENSCINT00000026725","MESDC2"
"4285","KH.C14.3","ENSCINT00000006289","MESDC2"
"4286","KH.C14.30","ENSCINT00000020183","KH2013:KH.C14.30"
"4287","KH.C14.300","ENSCINT00000026504","KH2013:KH.C14.300_F23B12.4"
"4288","KH.C14.300","ENSCINT00000003502","KH2013:KH.C14.300_F23B12.4"
"4289","KH.C14.302","ENSCINT00000026482","KH2013:KH.C14.302_Y19D10A.12"
"4290","KH.C14.306","ENSCINT00000012128","IRF1/10/2/5"
"4291","KH.C14.307","ENSCINT00000015039","MYF5"
"4292","KH.C14.308","ENSCINT00000026267","ATP6V1E1/2"
"4293","KH.C14.308","ENSCINT00000026270","ATP6V1E1/2"
"4294","KH.C14.308","ENSCINT00000029567","ATP6V1E1/2"
"4295","KH.C14.308","ENSCINT00000026269","ATP6V1E1/2"
"4296","KH.C14.31","ENSCINT00000010933","NAA15/16"
"4297","KH.C14.31","ENSCINT00000010968","NAA15/16"
"4298","KH.C14.310","ENSCINT00000010380","ZCCHC24"
"4299","KH.C14.310","ENSCINT00000026604","ZCCHC24"
"4300","KH.C14.310","ENSCINT00000010373","ZCCHC24"
"4301","KH.C14.311","ENSCINT00000020143","KH2013:KH.C14.311_EIF4EBP1"
"4302","KH.C14.312","ENSCINT00000004986","PDLIM1/2/3/4/7"
"4303","KH.C14.314","ENSCINT00000004770","UBC-20/21"
"4304","KH.C14.315","ENSCINT00000007245","D2092.4"
"4305","KH.C14.316","ENSCINT00000011874","MRPS35"
"4306","KH.C14.317","ENSCINT00000026394","CHST14/9"
"4307","KH.C14.318","ENSCINT00000008613","TRAP1"
"4308","KH.C14.318","ENSCINT00000008608","TRAP1"
"4309","KH.C14.318","ENSCINT00000008611","TRAP1"
"4310","KH.C14.319","ENSCINT00000020074","RBFA"
"4311","KH.C14.320","ENSCINT00000000534","ADCY5/6"
"4312","KH.C14.320","ENSCINT00000026535","ADCY5/6"
"4313","KH.C14.320","ENSCINT00000026536","ADCY5/6"
"4314","KH.C14.322","ENSCINT00000005902","BRIP1"
"4315","KH.C14.322","ENSCINT00000005893","BRIP1"
"4316","KH.C14.323","ENSCINT00000026262","KH2013:KH.C14.323_WLS"
"4317","KH.C14.323","ENSCINT00000029166","KH2013:KH.C14.323_WLS"
"4318","KH.C14.324","ENSCINT00000026348","CCDC22"
"4319","KH.C14.324","ENSCINT00000015170","CCDC22"
"4320","KH.C14.325","ENSCINT00000000216","KH2013:KH.C14.325_SRR"
"4321","KH.C14.326","ENSCINT00000026274","KH2013:KH.C14.326_SLC26A4/5/6"
"4322","KH.C14.326","ENSCINT00000017612","KH2013:KH.C14.326_SLC26A4/5/6"
"4323","KH.C14.327","ENSCINT00000004682","TMEM129"
"4324","KH.C14.328","ENSCINT00000011957","SEC24A"
"4325","KH.C14.328","ENSCINT00000011966","SEC24A"
"4326","KH.C14.328","ENSCINT00000011971","SEC24A"
"4327","KH.C14.328","ENSCINT00000011964","SEC24A"
"4328","KH.C14.329","ENSCINT00000007140","KH2013:KH.C14.329"
"4329","KH.C14.33","ENSCINT00000011778","KH2013:KH.C14.33_FAM167A"
"4330","KH.C14.330","ENSCINT00000014992","KH2013:KH.C14.330"
"4331","KH.C14.332","ENSCINT00000026638","LIX1L"
"4332","KH.C14.334","ENSCINT00000026302","TNFRSF22/23/25/26"
"4333","KH.C14.335","ENSCINT00000011775","UPB1"
"4334","KH.C14.335","ENSCINT00000011774","UPB1"
"4335","KH.C14.337","ENSCINT00000026282","KH2013:KH.C14.337"
"4336","KH.C14.337","ENSCINT00000014941","KH2013:KH.C14.337"
"4337","KH.C14.338","ENSCINT00000026243","PET112"
"4338","KH.C14.338","ENSCINT00000026244","PET112"
"4339","KH.C14.338","ENSCINT00000026242","PET112"
"4340","KH.C14.338","ENSCINT00000026241","PET112"
"4341","KH.C14.338","ENSCINT00000026246","PET112"
"4342","KH.C14.338","ENSCINT00000026245","PET112"
"4343","KH.C14.339","ENSCINT00000026276","KH2013:KH.C14.339"
"4344","KH.C14.340","ENSCINT00000004792","RAB3IL1"
"4345","KH.C14.341","ENSCINT00000026909","KH2013:KH.C14.341_ATL/1/2"
"4346","KH.C14.341","ENSCINT00000026910","KH2013:KH.C14.341_ATL/1/2"
"4347","KH.C14.343","ENSCINT00000006329","KH2013:KH.C14.343"
"4348","KH.C14.344","ENSCINT00000006274","KH2013:KH.C14.344"
"4349","KH.C14.344","ENSCINT00000006267","KH2013:KH.C14.344"
"4350","KH.C14.344","ENSCINT00000026733","KH2013:KH.C14.344"
"4351","KH.C14.345","ENSCINT00000020652","FLT1/4"
"4352","KH.C14.345","ENSCINT00000007171","FLT1/4"
"4353","KH.C14.345","ENSCINT00000007167","FLT1/4"
"4354","KH.C14.346","ENSCINT00000012030","ZMIZ1/2"
"4355","KH.C14.346","ENSCINT00000012028","ZMIZ1/2"
"4356","KH.C14.346","ENSCINT00000012034","ZMIZ1/2"
"4357","KH.C14.347","ENSCINT00000006285","KH2013:KH.C14.347_AADAT"
"4358","KH.C14.349","ENSCINT00000026667","TRIM24/28/33/66"
"4359","KH.C14.349","ENSCINT00000010542","TRIM24/28/33/66"
"4360","KH.C14.349","ENSCINT00000026668","TRIM24/28/33/66"
"4361","KH.C14.35","ENSCINT00000026387","RBM26/27"
"4362","KH.C14.35","ENSCINT00000007207","RBM26/27"
"4363","KH.C14.350","ENSCINT00000004630","RMI1"
"4364","KH.C14.351","ENSCINT00000026914","KH2013:KH.C14.351"
"4365","KH.C14.352","ENSCINT00000018943","B0511.11"
"4366","KH.C14.352","ENSCINT00000018942","B0511.11"
"4367","KH.C14.352","ENSCINT00000026526","B0511.11"
"4368","KH.C14.352","ENSCINT00000026525","B0511.11"
"4369","KH.C14.352","ENSCINT00000026527","B0511.11"
"4370","KH.C14.354","ENSCINT00000015175","TMEM184C"
"4371","KH.C14.354","ENSCINT00000026350","TMEM184C"
"4372","KH.C14.356","ENSCINT00000014942","KH2013:KH.C14.356"
"4373","KH.C14.357","ENSCINT00000026252","KH2013:KH.C14.357_CUZD1"
"4374","KH.C14.357","ENSCINT00000026251","KH2013:KH.C14.357_CUZD1"
"4375","KH.C14.358","ENSCINT00000002551","KH2013:KH.C14.358_OTOP1/2/3"
"4376","KH.C14.359","ENSCINT00000026250","KH2013:KH.C14.359_SI:DKEY-231P15.1"
"4377","KH.C14.36","ENSCINT00000014966","KH2013:KH.C14.36"
"4378","KH.C14.360","ENSCINT00000026385","KH2013:KH.C14.360"
"4379","KH.C14.360","ENSCINT00000026384","KH2013:KH.C14.360"
"4380","KH.C14.361","ENSCINT00000026324","ATIC"
"4381","KH.C14.361","ENSCINT00000008382","ATIC"
"4382","KH.C14.365","ENSCINT00000008010","ERG25"
"4383","KH.C14.366","ENSCINT00000003911","KH2013:KH.C14.366_Y38C1AB.1/5"
"4384","KH.C14.366","ENSCINT00000026512","KH2013:KH.C14.366_Y38C1AB.1/5"
"4385","KH.C14.368","ENSCINT00000026750","ARL1"
"4386","KH.C14.37","ENSCINT00000010479","SLAIN1/2"
"4387","KH.C14.370","ENSCINT00000026273","KH2013:KH.C14.370_THSD7A"
"4388","KH.C14.371","ENSCINT00000010470","GGCX"
"4389","KH.C14.373","ENSCINT00000004730","C11ORF65"
"4390","KH.C14.377","ENSCINT00000008490","ALX1/3"
"4391","KH.C14.378","ENSCINT00000026406","KH2013:KH.C14.378_RASL11B"
"4392","KH.C14.379","ENSCINT00000008768","KH2013:KH.C14.379_ODC1"
"4393","KH.C14.379","ENSCINT00000026518","KH2013:KH.C14.379_ODC1"
"4394","KH.C14.38","ENSCINT00000007058","ARHGAP12/15/27/9"
"4395","KH.C14.38","ENSCINT00000026403","ARHGAP12/15/27/9"
"4396","KH.C14.38","ENSCINT00000026402","ARHGAP12/15/27/9"
"4397","KH.C14.38","ENSCINT00000007053","ARHGAP12/15/27/9"
"4398","KH.C14.380","ENSCINT00000026462","KH2013:KH.C14.380"
"4399","KH.C14.381","ENSCINT00000005808","APH1B"
"4400","KH.C14.382","ENSCINT00000026495","KH2013:KH.C14.382_ATL1/3"
"4401","KH.C14.382","ENSCINT00000003506","KH2013:KH.C14.382_ATL1/3"
"4402","KH.C14.382","ENSCINT00000027342","KH2013:KH.C14.382_ATL1/3"
"4403","KH.C14.383","ENSCINT00000026554","SP1/3/4/5"
"4404","KH.C14.383","ENSCINT00000026555","SP1/3/4/5"
"4405","KH.C14.384","ENSCINT00000004642","TRPV5/6"
"4406","KH.C14.384","ENSCINT00000004643","TRPV5/6"
"4407","KH.C14.384","ENSCINT00000004644","TRPV5/6"
"4408","KH.C14.386","ENSCINT00000010555","KH2013:KH.C14.386_C6/7"
"4409","KH.C14.386","ENSCINT00000010557","KH2013:KH.C14.386_C6/7"
"4410","KH.C14.387","ENSCINT00000020243","KH2013:KH.C14.387"
"4411","KH.C14.389","ENSCINT00000026337","MITD1"
"4412","KH.C14.389","ENSCINT00000015038","MITD1"
"4413","KH.C14.39","ENSCINT00000014841","C16ORF62"
"4414","KH.C14.39","ENSCINT00000026289","C16ORF62"
"4415","KH.C14.39","ENSCINT00000014843","C16ORF62"
"4416","KH.C14.390","ENSCINT00000027477","SH3RF1/3"
"4417","KH.C14.391","ENSCINT00000026317","SEMA6B"
"4418","KH.C14.391","ENSCINT00000026316","SEMA6B"
"4419","KH.C14.391","ENSCINT00000026314","SEMA6B"
"4420","KH.C14.391","ENSCINT00000026315","SEMA6B"
"4421","KH.C14.392","ENSCINT00000026429","WRN"
"4422","KH.C14.392","ENSCINT00000004562","WRN"
"4423","KH.C14.393","ENSCINT00000026372","KH2013:KH.C14.393_IL1RAPL1/2"
"4424","KH.C14.396","ENSCINT00000029283","GALNT7"
"4425","KH.C14.396","ENSCINT00000004800","GALNT7"
"4426","KH.C14.396","ENSCINT00000004822","GALNT7"
"4427","KH.C14.396","ENSCINT00000004844","GALNT7"
"4428","KH.C14.397","ENSCINT00000000600","CSGALNACT1/2"
"4429","KH.C14.398","ENSCINT00000029525","KH2013:KH.C14.398_SPARC"
"4430","KH.C14.398","ENSCINT00000012043","KH2013:KH.C14.398_SPARC"
"4431","KH.C14.4","ENSCINT00000005845","KH2013:KH.C14.4_RGR"
"4432","KH.C14.40","ENSCINT00000028316","TMF1"
"4433","KH.C14.40","ENSCINT00000000550","TMF1"
"4434","KH.C14.40","ENSCINT00000026537","TMF1"
"4435","KH.C14.40","ENSCINT00000028318","TMF1"
"4436","KH.C14.400","ENSCINT00000026448","PLD/1/2"
"4437","KH.C14.400","ENSCINT00000005818","PLD/1/2"
"4438","KH.C14.400","ENSCINT00000026447","PLD/1/2"
"4439","KH.C14.402","ENSCINT00000026450","KH2013:KH.C14.402"
"4440","KH.C14.402","ENSCINT00000029622","KH2013:KH.C14.402"
"4441","KH.C14.402","ENSCINT00000029448","KH2013:KH.C14.402"
"4442","KH.C14.404","ENSCINT00000015054","KH2013:KH.C14.404"
"4443","KH.C14.404","ENSCINT00000026342","KH2013:KH.C14.404"
"4444","KH.C14.405","ENSCINT00000014937","EIF3K"
"4445","KH.C14.407","ENSCINT00000006310","KH2013:KH.C14.407_Ci-META4"
"4446","KH.C14.408","ENSCINT00000015052","CDX1/2/4"
"4447","KH.C14.409","ENSCINT00000026650","KH2013:KH.C14.409_C7ORF31"
"4448","KH.C14.409","ENSCINT00000020144","KH2013:KH.C14.409_C7ORF31"
"4449","KH.C14.412","ENSCINT00000007100","TPH1"
"4450","KH.C14.413","ENSCINT00000007213","TXNDC5"
"4451","KH.C14.414","ENSCINT00000010447","BX548044.10/12/13/14/15/2/5/8"
"4452","KH.C14.415","ENSCINT00000004542","COPB1"
"4453","KH.C14.415","ENSCINT00000004538","COPB1"
"4454","KH.C14.416","ENSCINT00000018934","MAPK10/8/9"
"4455","KH.C14.416","ENSCINT00000018935","MAPK10/8/9"
"4456","KH.C14.416","ENSCINT00000018937","MAPK10/8/9"
"4457","KH.C14.417","ENSCINT00000026655","KH2013:KH.C14.417_QDR1/2/3"
