"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei","Threshold.membrane","Surface.Segmentation","Threshold.surface","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Comment.detailed","Details.phenotype","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","Phenotype","migration.perturbed","division.perturbed","orientation.perturbed"
"Depdc.slide1_image8_right.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide1_image8_right","yes",80,29.4,"-","-","yes","36","-","look like WT","look like WT","all look like WT","good","-","Depdc.slide1_image8_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Depdc.slide1_image9_left.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide1_image9_left","yes",90,29.1,"-","-","yes","25","-","look like WT","look like WT","all look like WT","good","","Depdc.slide1_image9_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Depdc.slide1_image9.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide1_image9","yes",92.9,34,"-","-","yes","39.5","-","problem orientation","TVC cell alignment","the two TVCs divied not in the medio-lateral orientation, so all cells are aligned","not good","","Depdc.slide1_image9.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide1_image9.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide1_image9","yes",78.6,32.4,"-","-","yes","24.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Depdc.slide1_image9.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image1.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image1","yes",86.8,21.9,"-","-","yes","32.4","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","","Depdc.slide2_image1.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image1.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image1","yes",125,50.7,"-","-","yes","29.2","-","problem orientation","TVC cell alignment","the two TVCs divied not in the medio-lateral orientation, so all cells are aligned","correct","","Depdc.slide2_image1.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image1.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide2_image1","yes",79.3,37.4,"-","-","yes","40.5","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","Depdc.slide2_image1.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image10_left.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image10_left","yes",120,17.1,"-","-","yes","43.5","-","look like WT","look like WT","all look like WT","good","","Depdc.slide2_image10_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image10_right.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image10_right","yes",83.2,58,"-","-","yes","27.7","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","not good","","Depdc.slide2_image10_right.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image10_right.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image10_right","yes",120,34.2,"-","-","yes","43.5","-","look like WT","look like WT","all look like WT","good","","Depdc.slide2_image10_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image11_left.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image11_left","yes",97.2,35.6,"-","-","yes","27.3","-","problem orientation","TVC cell alignment","one of the TVCs divided not in the medio-lateral orientation, so cells are aligned","good","","Depdc.slide2_image11_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image11_right.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image11_right","yes",79.3,15.1,"-","-","yes","34.4","-","look like WT","look like WT","all look like WT","not good","","Depdc.slide2_image11_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image11.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image11","yes",96.2,33.2,"-","-","yes","23.6","-","problem disposition TVC","problem disposition TVC","all look like WT (but the group is not oriented medio-lateral, but no feature to see that)","good","","Depdc.slide2_image11.2019_08_29","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image12_left.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image12_left","yes",98.3,22.5,"-","-","yes","35.6","-","look like WT","look like WT","all look like WT","good","","Depdc.slide2_image12_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image12_left.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image12_left","yes",85.5,16.7,"-","-","yes","30.6","-","look like WT","look like WT","all look like WT","good","","Depdc.slide2_image12_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image12_right.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image12_right","yes",89.7,22.5,"-","-","yes","27","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","","Depdc.slide2_image12_right.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image12_right.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image12_right","yes",113,25,"-","-","yes","23.9","-","look like WT","look like WT","all look like WT","good","","Depdc.slide2_image12_right.2020_02_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image13.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image13","yes",76.8,24.5,"-","-","yes","22.6","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","","Depdc.slide2_image13.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image14.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image14","yes",100,38.8,"-","-","yes","44.6","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","not good","","Depdc.slide2_image14.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image15.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image15","yes",120,32.8,"-","-","yes","32","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","","Depdc.slide2_image15.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image16.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image16","yes",130,38,"-","-","yes","43.6","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, so all cells are aligned","good","","Depdc.slide2_image16.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image17.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image17","yes",80,24.8,"-","-","yes","33.4","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","","Depdc.slide2_image17.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image19_left.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image19_left","yes",98.3,32.6,"-","-","yes","21.5","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","","Depdc.slide2_image19_left.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image2_left.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image2_left","yes",80,28,"-","-","yes","34.9","-","look like WT","look like WT","all look like WT","good","","Depdc.slide2_image2_left.2019_08_29","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image2_left.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image2_left","yes",99.4,37.4,"-","-","yes","26.9","-","problem orientation","TVC cell alignment","one of the TVCs divided not in the medio-lateral orientation, so cells are aligned","good","","Depdc.slide2_image2_left.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image2_left.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide2_image2_left","yes",84.5,32.6,"-","-","yes","45.8","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","correct","-","Depdc.slide2_image2_left.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image2_right.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image2_right","yes",94,36,"-","-","yes","20.5","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","","Depdc.slide2_image2_right.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image2_right.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image2_right","yes",99.4,37.4,"-","-","yes","26.7","-","problem orientation","TVC cell alignment","one of the TVCs divided not in the medio-lateral orientation, so cells are aligned","good","","Depdc.slide2_image2_right.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image2_right.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide2_image2_right","yes",84.5,32.6,"-","-","yes","38.2","-","look like WT","look like WT","all look like WT","correct","-","Depdc.slide2_image2_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image20.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image20","yes",116,32,"-","-","yes","13.5","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","correct","","Depdc.slide2_image20.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image21.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image21","yes",114,33.5,"-","-","yes","25.8","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, so all cells are aligned","correct","","Depdc.slide2_image21.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image3_left.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide2_image3_left","yes",60.3,29.9,"-","-","yes","38.2","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Depdc.slide2_image3_left.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image3_right.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image3_right","yes",78,33.3,"-","-","yes","33.6","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, so all cells are aligned","correct","","Depdc.slide2_image3_right.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image3_right.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide2_image3_right","yes",75.1,40.2,"-","-","yes","41.4","-","look like WT","look like WT","all look like WT","good","-","Depdc.slide2_image3_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image3.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image3","yes",131,30.3,"-","-","yes","31.6","-","look like WT","look like WT","all look like WT","good","","Depdc.slide2_image3.2020_02_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image4.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image4","yes",124,32.3,"-","-","yes","26.4","-","look like WT","look like WT","all look like WT","good","","Depdc.slide2_image4.2020_02_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image4.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide2_image4","yes",88.3,30.6,"-","-","yes","31.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","good","-","Depdc.slide2_image4.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image5_left.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image5_left","yes",91.8,25.4,"-","-","yes","35.9","-","look like WT","look like WT","all look like WT","good","","Depdc.slide2_image5_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image5_left.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide2_image5_left","yes",83.6,27.7,"-","-","yes","26.9","-","problem division (not seen in segmentation)","inhibited TVC division","one TVC divided but not completely (not seen in the segmentation, because the nuclei are far enough to be segmented separately)","good","-","Depdc.slide2_image5_left.2020_10_06","division perturbed",FALSE,TRUE,FALSE
"Depdc.slide2_image5_right.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image5_right","yes",71.9,25.4,"-","-","yes","35.7","-","problem orientation","TVC cell alignment","one of the TVCs divided not in the medio-lateral orientation, so cells are aligned","good","","Depdc.slide2_image5_right.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image5_right.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide2_image5_right","yes",83.6,27.7,"-","-","yes","38.1","-","look like WT","look like WT","all look like WT","correct","-","Depdc.slide2_image5_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image5.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image5","yes",87.5,36,"-","-","yes","43.1","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","not good","pb segmentation for atm","Depdc.slide2_image5.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image6.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image6","yes",115,33,"-","-","yes","22.9","-","problem orientation","TVC cell alignment","the 2 TVCs divided not in the medio-lateral orientation, so all cells are aligned","correct","","Depdc.slide2_image6.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image6.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image6","yes",110,30.5,"-","-","yes","22.5","-","problem orientation","TVC cell alignment","one of the TVCs divided not in the medio-lateral orientation, so cells are aligned","good","","Depdc.slide2_image6.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image6.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide2_image6","yes",74.8,37.4,"-","-","yes","28.6","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned","not good","-","Depdc.slide2_image6.2020_10_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image7_left.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image7_left","yes",116,29.2,"-","-","yes","22.5","-","look like WT","look like WT","all look like WT","correct","","Depdc.slide2_image7_left.2020_02_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image7_left.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide2_image7_left","yes",45.3,27.6,"-","-","yes","24.3","-","look like WT","look like WT","all look like WT","good","-","Depdc.slide2_image7_left.2020_10_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image7_right.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image7_right","yes",125,34.6,"-","-","yes","54.1","-","problem orientation","TVC cell alignment","one of the TVCs divided not in the medio-lateral orientation, so cells are aligned","good","","Depdc.slide2_image7_right.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image7_right.2020_10_06","2020_10_06","Margaux Failla","Depdc","slide2_image7_right","yes",74.8,27.6,"-","-","yes","20.5","-","look like WT","look like WT","all look like WT","good","-","Depdc.slide2_image7_right.2020_10_06","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image7.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image7","yes",95.1,42,"-","-","yes","21.8","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","not good","","Depdc.slide2_image7.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image8.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image8","yes",100,46.7,"-","-","yes","20.3","-","problem orientation","TVC cell alignment","one of the TVC divided not in the medio-lateral orientation, so cells are aligned ","good","","Depdc.slide2_image8.2019_08_29","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image8.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image8","yes",111,35.6,"-","-","yes","39.7","-","problem orientation","TVC cell alignment","the two TVCs divied not in the medio-lateral orientation, so all cells are aligned","good","","Depdc.slide2_image8.2020_02_06","orientation perturbed",FALSE,FALSE,TRUE
"Depdc.slide2_image9.2019_08_29","2019_08_29","Margaux Failla","Depdc","slide2_image9","yes",110,35.2,"-","-","yes","22.7","-","look like WT","look like WT","all look like WT","correct","","Depdc.slide2_image9.2019_08_29","WT",FALSE,FALSE,FALSE
"Depdc.slide2_image9.2020_02_06","2020_02_06","Margaux Failla","Depdc","slide2_image9","yes",109,48.2,"-","-","yes","0","groups connected","problem migration and orientation","inhibited TVC migration / TVC cell alignment","the migration was not done completely, one of the TVCs is connected to the ATMs and one of the TVCs divided not in the medio-lateral orientation, so cells are aligned","good","","Depdc.slide2_image9.2020_02_06","migration/orientation perturbed",TRUE,FALSE,TRUE
"Dync2h.image1_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image1_right","yes",55.1,16.2,"-","-","yes","21.8","-","look like WT","look like WT","all look like WT","good","","Dync2h.image1_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Dync2h.image10.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image10","yes",18.9,17,"-","-","yes","36.9","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Dync2h.image10.2020_06_17","WT",FALSE,FALSE,FALSE
"Dync2h.image11_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image11_left","yes",36.6,17.6,"-","-","yes","44.1","-","look like WT","look like WT","all look like WT","good","-","Dync2h.image11_left.2020_06_17","WT",FALSE,FALSE,FALSE
"Dync2h.image11_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image11_right","yes",24.8,17.6,"-","-","yes","39.7","-","look like WT","look like WT","all look like WT","good","-","Dync2h.image11_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Dync2h.image12.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image12","yes",35.8,20.4,"-","-","yes","14.4","-","problem division","inhibited TVC division","one of the TVC didn't divide completely (but not seen in the segmentation because nuclei enough far from each other so considered as 2 cells)","correct","Ambiguous phenotype, difficult to identify the cells","Dync2h.image12.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"Dync2h.image19_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image19_right","yes",31,16.8,"-","-","yes","14.9","-","look like WT","look like WT","all look like WT","not good","Ambiguous phenotype between left and right side","Dync2h.image19_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Dync2h.image2.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image2","yes",35.1,16.8,"-","-","yes","32.1","-","look like WT","look like WT","all look like WT","good","Don't see all the ATM cells (image not centered)","Dync2h.image2.2020_06_17","WT",FALSE,FALSE,FALSE
"Dync2h.image7.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image7","yes",20.1,11,"-","-","yes","14.4","-","look like WT","look like WT","all look like WT","good","-","Dync2h.image7.2020_06_17","WT",FALSE,FALSE,FALSE
"Dync2h.image8.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image8","yes",13.9,17.3,"-","-","yes","0","groups connected","problem migration","enhanced ATM migration","the ATMs migrate a bit in the trunk, they are still attached to the TVCs","good","-","Dync2h.image8.2020_06_17","migration perturbed",TRUE,FALSE,FALSE
"Dync2h.image9_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image9_right","yes",15,17.2,"-","-","yes","13.9","-","look like WT","look like WT","all look like WT","good","-","Dync2h.image9_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Dync2h.slide1_image10.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image10","yes",75.8,27.5,"-","-","yes","27.6","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide1_image10.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide1_image11_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image11_left","yes",64,39.9,"-","-","yes","25.2","-","look like WT","look like WT","all look like WT","correct","-","Dync2h.slide1_image11_left.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide1_image21.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image21","yes",83.5,45.4,"-","-","yes","11.3","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide1_image21.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide1_image5.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image5","yes",85,42.5,"-","-","yes","32.7","-","look like WT","look like WT","all look like WT","correct","-","Dync2h.slide1_image5.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide1_image7_right.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image7_right","yes",95.1,48.4,"-","-","yes","49.8","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide1_image7_right.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image10.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image10","yes",82.1,37.6,"-","-","yes","21.8","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image10.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image12.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image12","yes",88,30.2,"-","-","yes","30.6","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image12.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image13.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image13","yes",86.5,35.2,"-","-","yes","35.4","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image13.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image16.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image16","yes",82,30.2,"-","-","yes","32.2","-","problem orientation","TVC cell alignment","one of the TVC divided but not in the medio-laterale orientation, so cells are aligned","good","-","Dync2h.slide2_image16.2020_10_07","orientation perturbed",FALSE,FALSE,TRUE
"Dync2h.slide2_image19.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image19","yes",95.3,30.9,"-","-","yes","34","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image19.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image2.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image2","yes",84.7,35.1,"-","-","yes","45","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image2.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image20_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image20_left","yes",77.7,30.3,"-","-","yes","30.8","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image20_left.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image22_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image22_left","yes",85.8,40.3,"-","-","yes","37.4","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image22_left.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image22_right.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image22_right","yes",85.8,32.9,"-","-","yes","35.5","-","look like WT","look like WT","all look like WT","correct","-","Dync2h.slide2_image22_right.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image3.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image3","yes",97.5,39.7,"-","-","yes","24.8","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image3.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image5.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image5","yes",85.2,35.3,"-","-","yes","43.1","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image5.2020_10_07","WT",FALSE,FALSE,FALSE
"EPB4.1.image4.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image4","yes",50.2,25.4,"-","-","yes","1.98","-","problem migration and division","enhanced ATM migration / inhibited TVC division","the ATMs migrated a bit in the trunk; and one of the TVC didn't divide completely (but not seen in the segmentation, because the nuclei are enough far from each other, so considered as 2 cells)","good","-","EPB4.1.image4.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.image6.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image6","yes",38.7,17,"-","-","yes","41.5","-","look like WT","look like WT","all look like WT","correct","-","EPB4.1.image6.2020_06_17","WT",FALSE,FALSE,FALSE
"EPB4.1.image9_right.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image9_right","yes",58.6,17.1,"-","-","yes","25.7","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.image9_right.2020_06_17","WT",FALSE,FALSE,FALSE
"EPB4.1.slide1_image15.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image15","yes",85.7,35.4,"-","-","yes","37.7","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.slide1_image15.2021_01_06","WT",FALSE,FALSE,FALSE
"EPB4.1.slide1_image17.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image17","yes",88.3,42.5,"-","-","yes","26.7","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.slide1_image17.2021_01_06","WT",FALSE,FALSE,FALSE
"EPB4.1.slide1_image20.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image20","yes",86.5,37.7,"-","-","yes","24.2","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.slide1_image20.2021_01_06","WT",FALSE,FALSE,FALSE
"EPB4.1.slide1_image21.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image21","yes",89.5,35.7,"-","-","yes","34.7","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.slide1_image21.2021_01_06","WT",FALSE,FALSE,FALSE
"EPB4.1.slide1_image22_right.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image22_right","yes",82.5,45.3,"-","-","yes","37.3","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.slide1_image22_right.2021_01_06","WT",FALSE,FALSE,FALSE
"EPB4.1.slide1_image24.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image24","yes",94.8,43,"-","-","yes","22.6","-","problem orientation","TVC cell alignement","one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned","good","-","EPB4.1.slide1_image24.2021_01_06","orientation perturbed",FALSE,FALSE,TRUE
"EPB4.1.slide1_image27.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image27","yes",85.3,42.2,"-","-","yes","23.1","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.slide1_image27.2021_01_06","WT",FALSE,FALSE,FALSE
"EPB4.1.slide1_image3_left.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image3_left","yes",85,27.5,"-","-","yes","27.5","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.slide1_image3_left.2021_01_06","WT",FALSE,FALSE,FALSE
"EPB4.1.slide1_image3_right.2021_01_06","2021_01_06","Margaux Failla","EPB4.1","slide1_image3_right","yes",85,32.4,"-","-","yes","29.6","-","look like WT","look like WT","all look like WT","good","-","EPB4.1.slide1_image3_right.2021_01_06","WT",FALSE,FALSE,FALSE
